,uid,lat,lng,venueID,venue_descr,time,city_name,First_Category,Second_Category,step,epoch,city,simulation_state
0,151,40.82827721161922,-73.92655344439045,751,Stadium,2012-04-27 22:44:44+00:00,New York City,Arts and Entertainment,Stadium,,,,
1,151,40.736790677361306,-73.99543065278503,3358,Gym / Fitness Center,2012-05-18 14:23:52+00:00,New York City,Sports and Recreation,Gym and Studio,,,,
2,151,40.73946479913673,-74.00265603689895,31603,Coffee Shop,2012-10-19 15:54:03+00:00,New York City,Dining and Drinking,"Cafe, Coffee, and Tea House",,,,
3,151,40.723546865121946,-73.99813359642076,1825,Clothing Store,2012-10-19 17:51:46+00:00,New York City,Retail,Fashion Retail,,,,
4,151,40.73946479913673,-74.00265603689895,31603,Coffee Shop,2012-10-26 16:43:45+00:00,New York City,Dining and Drinking,"Cafe, Coffee, and Tea House",,,,
5,151,40.74129228872755,-74.00272449608848,7004,Building,2012-10-26 16:45:03+00:00,New York City,Landmarks and Outdoors,Structure,,,,
6,151,40.714958,-73.944451,1595,Pizza Place,2012-08-13 22:05:49+00:00,New York City,Dining and Drinking,Restaurant,,,,
7,151,40.74303711661063,-74.00573147570121,2103,Music Venue,2012-07-07 00:13:36+00:00,New York City,Arts and Entertainment,Performing Arts Venue,,,,
8,151,40.7221525738643,-73.98682594299316,747,Music Venue,2012-10-27 05:30:12+00:00,New York City,Arts and Entertainment,Performing Arts Venue,,,,
9,151,40.71542773724695,-73.94444435834885,2794,Coffee Shop,2012-09-15 12:11:58+00:00,New York City,Dining and Drinking,"Cafe, Coffee, and Tea House",,,,
10,151,40.7564255155378,-73.96652227079038,34466,Salon / Barbershop,2012-04-15 19:27:08+00:00,New York City,Business and Professional Services,Health and Beauty Service,,,,
11,151,40.7153,-73.94453585,6178,Deli / Bodega,2012-10-28 21:14:35+00:00,New York City,Dining and Drinking,Restaurant,,,,
12,151,40.72227645289492,-73.98881947082901,1332,Music Venue,2012-09-16 01:20:21+00:00,New York City,Arts and Entertainment,Performing Arts Venue,,,,
13,151,40.72024901420463,-73.98452667169322,1699,Tapas Restaurant,2012-09-16 01:30:56+00:00,New York City,Dining and Drinking,Restaurant,,,,
14,151,40.73228891214305,-74.01051196130837,8917,Park,2012-04-17 20:03:10+00:00,New York City,Landmarks and Outdoors,Park,,,,
15,151,40.71883289192165,-73.95662114190908,305,Pizza Place,2012-04-18 20:54:08+00:00,New York City,Dining and Drinking,Restaurant,,,,
16,151,40.74091672247484,-74.00118112564087,509,Thai Restaurant,2012-10-03 17:18:21+00:00,New York City,Dining and Drinking,Restaurant,,,,
17,151,40.74758193573647,-73.97386312729338,5165,Sushi Restaurant,2012-11-05 18:00:09+00:00,,Dining and Drinking,Restaurant,6.0,0.0,nyc,Rec
18,151,40.78202291713503,-73.95167325704381,11078,Drugstore / Pharmacy,2012-11-06 18:00:09+00:00,,Retail,Pharmacy,7.0,1.0,nyc,Rec
19,151,40.74758193573647,-73.97386312729338,5165,Sushi Restaurant,2012-11-10 18:00:09+00:00,,Dining and Drinking,Restaurant,11.0,1.0,nyc,Rec
20,151,40.754133,-73.97264,6860,Bar,2012-11-11 18:00:09+00:00,,Dining and Drinking,Bar,12.0,1.0,nyc,Rec
21,151,40.718862,-73.945087,2715,Bar,2012-11-11 18:00:09+00:00,,Dining and Drinking,Bar,12.0,1.0,nyc,Rec
22,151,40.7185747526165,-73.94518598914146,3981,Coffee Shop,2012-11-12 18:00:09+00:00,,Dining and Drinking,"Cafe, Coffee, and Tea House",13.0,1.0,nyc,Rec
